Marca,Modelo,Ano,Combustível,Quilometragem,Cidade,Problema,Custo Estimado
FORD,FIESTA,2004,Gasolina,239157,Salvador,alinhamento,329.48
VOLKSWAGEN,POLO,2007,Gasolina,299907,Salvador,alinhamento,341.61
VOLKSWAGEN,POLO,2009,Etanol,116189,Rio de Janeiro,bateria,1127.18
FIAT,TORO,2016,Etanol,110290,Manaus,transmissao,729.4
HONDA,CIVIC,2008,Gasolina,281608,Manaus,velas_de_ignicao,210.03
FORD,KA,2021,Etanol,123980,Rio de Janeiro,cambio,3020.86
CHEVROLET,ONIX,2018,Diesel,227021,Manaus,velas_de_ignicao,142.73
HONDA,FIT,2013,Diesel,164342,Rio de Janeiro,cambio,4288.71
FIAT,MOBI,2007,Diesel,42299,Manaus,transmissao,779.68
FIAT,TORO,2008,Etanol,216877,Rio de Janeiro,bateria,1435.77
HONDA,FIT,2021,Gasolina,31541,Rio de Janeiro,bateria,621.64
HONDA,FIT,2010,Etanol,223070,Manaus,velas_de_ignicao,179.44
HONDA,FIT,2022,Etanol,129188,Rio de Janeiro,bateria,774.92
VOLKSWAGEN,POLO,2000,Gasolina,208150,Manaus,superaquecimento_motor,2201.98
CHEVROLET,ONIX,2013,Gasolina,291909,Rio de Janeiro,superaquecimento_motor,1870.27
FIAT,MOBI,2004,Gasolina,285913,Salvador,cambio,6803.1
CHEVROLET,ONIX,2020,Diesel,219073,São Paulo,transmissao,807.45
FIAT,MOBI,2013,Etanol,20156,Manaus,alinhamento,155.63
FIAT,TORO,2003,Gasolina,216908,Rio de Janeiro,superaquecimento_motor,2099.94
FIAT,MOBI,2021,Etanol,144507,Salvador,cambio,3167.11
FIAT,TORO,2022,Diesel,200722,São Paulo,bateria,904.08
CHEVROLET,SPIN,2000,Diesel,177408,Rio de Janeiro,transmissao,1273.09
FORD,KA,2021,Gasolina,73631,São Paulo,cambio,2662.12
CHEVROLET,ONIX,2022,Gasolina,69487,Manaus,cambio,2535.09
FIAT,MOBI,2018,Etanol,242735,São Paulo,superaquecimento_motor,1469.91
CHEVROLET,ONIX,2007,Gasolina,195254,Belo Horizonte,pastilhas_de_freio,338.42
FIAT,MOBI,2014,Etanol,51786,Curitiba,transmissao,664.48
FIAT,MOBI,2020,Gasolina,68304,Belo Horizonte,velas_de_ignicao,93.1
FIAT,TORO,2014,Etanol,177586,Manaus,cambio,4285.01
FIAT,TORO,2008,Etanol,120938,Manaus,superaquecimento_motor,1520.05
CHEVROLET,SPIN,2020,Etanol,55107,São Paulo,velas_de_ignicao,89.76
HONDA,FIT,2008,Etanol,245191,Salvador,transmissao,1211.54
VOLKSWAGEN,JETTA,2009,Diesel,132232,Rio de Janeiro,superaquecimento_motor,1521.82
CHEVROLET,SPIN,2019,Etanol,72577,Curitiba,velas_de_ignicao,97.54
FORD,FIESTA,2020,Gasolina,215375,Rio de Janeiro,alinhamento,200.42
CHEVROLET,ONIX,2008,Diesel,260933,Salvador,cambio,5920.96
VOLKSWAGEN,JETTA,2002,Diesel,104180,Manaus,alinhamento,258.23
CHEVROLET,ONIX,2019,Etanol,282068,Curitiba,pastilhas_de_freio,281.33
FIAT,MOBI,2010,Diesel,144954,Belo Horizonte,bateria,1174.18
FORD,FIESTA,2005,Etanol,211346,Manaus,transmissao,1221.55
FIAT,MOBI,2001,Gasolina,1095,Manaus,bateria,982.74
VOLKSWAGEN,JETTA,2006,Etanol,172055,São Paulo,bateria,1376.83
VOLKSWAGEN,POLO,2017,Diesel,14123,Salvador,velas_de_ignicao,87.91
CHEVROLET,SPIN,2001,Gasolina,197687,São Paulo,pastilhas_de_freio,389.85
HONDA,FIT,2016,Etanol,51999,São Paulo,transmissao,625.78
FORD,KA,2010,Gasolina,293297,Rio de Janeiro,alinhamento,313.13
FORD,FIESTA,2011,Gasolina,280488,Manaus,bateria,1491.53
FORD,KA,2018,Diesel,230849,Salvador,velas_de_ignicao,143.77
FIAT,MOBI,2021,Gasolina,37656,São Paulo,bateria,633.11
VOLKSWAGEN,JETTA,2023,Diesel,201587,Belo Horizonte,superaquecimento_motor,1132.05
FORD,FIESTA,2006,Gasolina,260587,Curitiba,alinhamento,327.01
CHEVROLET,SPIN,2019,Etanol,263356,Salvador,bateria,1134.54
CHEVROLET,ONIX,2005,Gasolina,120385,Rio de Janeiro,superaquecimento_motor,1631.91
CHEVROLET,SPIN,2020,Etanol,140073,Salvador,superaquecimento_motor,1112.41
VOLKSWAGEN,POLO,2023,Etanol,78784,Manaus,velas_de_ignicao,85.49
CHEVROLET,SPIN,2000,Gasolina,31368,Rio de Janeiro,velas_de_ignicao,143.59
FIAT,TORO,2016,Etanol,201891,Curitiba,superaquecimento_motor,1449.91
FIAT,TORO,2010,Gasolina,61160,Belo Horizonte,pastilhas_de_freio,228.73
CHEVROLET,SPIN,2021,Gasolina,156926,São Paulo,bateria,856.74
FIAT,MOBI,2017,Etanol,272859,Salvador,superaquecimento_motor,1603.21
FORD,FIESTA,2020,Etanol,58784,Rio de Janeiro,superaquecimento_motor,906.93
CHEVROLET,ONIX,2016,Diesel,26797,Curitiba,velas_de_ignicao,94.41
VOLKSWAGEN,JETTA,2006,Etanol,14780,São Paulo,bateria,918.11
FIAT,MOBI,2016,Diesel,37905,Curitiba,transmissao,600.72
CHEVROLET,SPIN,2019,Etanol,116049,Belo Horizonte,alinhamento,167.58
FIAT,MOBI,2008,Gasolina,129651,São Paulo,velas_de_ignicao,155.15
FORD,KA,2016,Etanol,33359,São Paulo,bateria,740.8
FIAT,MOBI,2019,Gasolina,73391,São Paulo,bateria,751.97
CHEVROLET,SPIN,2021,Gasolina,99596,Rio de Janeiro,cambio,2847.12
CHEVROLET,SPIN,2021,Gasolina,247414,São Paulo,pastilhas_de_freio,246.34
FORD,KA,2007,Diesel,278715,Curitiba,alinhamento,329.55
FORD,KA,2016,Etanol,150214,Rio de Janeiro,velas_de_ignicao,130.06
CHEVROLET,ONIX,2006,Gasolina,287248,São Paulo,velas_de_ignicao,222.66
VOLKSWAGEN,POLO,2000,Gasolina,8625,Curitiba,transmissao,823.0
VOLKSWAGEN,JETTA,2012,Diesel,293362,Curitiba,cambio,5636.94
CHEVROLET,SPIN,2022,Etanol,175544,Salvador,cambio,3262.76
VOLKSWAGEN,JETTA,2018,Etanol,123182,Curitiba,pastilhas_de_freio,211.59
FIAT,MOBI,2023,Diesel,20566,Manaus,cambio,2114.85
CHEVROLET,SPIN,2018,Diesel,33205,Belo Horizonte,pastilhas_de_freio,166.6
FORD,KA,2016,Etanol,109084,São Paulo,bateria,909.08
CHEVROLET,SPIN,2012,Diesel,29717,São Paulo,bateria,824.29
CHEVROLET,ONIX,2015,Etanol,181056,São Paulo,velas_de_ignicao,143.31
FORD,FIESTA,2007,Etanol,159236,Curitiba,transmissao,1046.04
CHEVROLET,SPIN,2018,Gasolina,20169,Curitiba,velas_de_ignicao,86.71
FIAT,TORO,2017,Gasolina,283748,São Paulo,cambio,4775.38
FIAT,MOBI,2000,Etanol,128140,Manaus,superaquecimento_motor,1855.27
CHEVROLET,SPIN,2013,Etanol,102537,Rio de Janeiro,bateria,978.39
FIAT,TORO,2018,Etanol,246337,Rio de Janeiro,superaquecimento_motor,1479.66
VOLKSWAGEN,JETTA,2014,Etanol,111301,Belo Horizonte,cambio,3690.28
FORD,FIESTA,2017,Etanol,270151,Salvador,transmissao,981.93
FIAT,TORO,2001,Etanol,231704,Belo Horizonte,velas_de_ignicao,225.6
VOLKSWAGEN,JETTA,2021,Diesel,117419,São Paulo,bateria,782.66
VOLKSWAGEN,JETTA,2016,Etanol,205863,São Paulo,transmissao,899.31
VOLKSWAGEN,POLO,2017,Diesel,228870,São Paulo,velas_de_ignicao,148.01
HONDA,CIVIC,2005,Diesel,267926,Salvador,velas_de_ignicao,220.47
VOLKSWAGEN,POLO,2018,Etanol,66770,Curitiba,superaquecimento_motor,993.34
FORD,KA,2003,Etanol,57645,Salvador,alinhamento,223.53
HONDA,CIVIC,2000,Diesel,103509,Belo Horizonte,cambio,5111.11
FIAT,MOBI,2007,Diesel,230796,Curitiba,pastilhas_de_freio,362.71
CHEVROLET,SPIN,2022,Etanol,291348,Curitiba,bateria,1067.71
FIAT,TORO,2006,Etanol,17152,Belo Horizonte,pastilhas_de_freio,222.01
VOLKSWAGEN,POLO,2002,Diesel,238972,Curitiba,transmissao,1377.37
FORD,KA,2009,Diesel,216096,Rio de Janeiro,pastilhas_de_freio,335.46
VOLKSWAGEN,JETTA,2009,Diesel,233731,Belo Horizonte,superaquecimento_motor,1879.18
HONDA,CIVIC,2018,Gasolina,281833,Belo Horizonte,alinhamento,242.43
CHEVROLET,SPIN,2013,Diesel,181762,Rio de Janeiro,bateria,1170.95
FORD,FIESTA,2001,Gasolina,188392,Salvador,cambio,6057.42
VOLKSWAGEN,POLO,2000,Etanol,187163,Salvador,velas_de_ignicao,211.1
VOLKSWAGEN,POLO,2022,Etanol,38712,Salvador,velas_de_ignicao,79.5
HONDA,CIVIC,2022,Diesel,257387,Curitiba,cambio,3824.29
VOLKSWAGEN,POLO,2017,Etanol,236502,Rio de Janeiro,superaquecimento_motor,1501.46
FIAT,TORO,2006,Etanol,196349,Belo Horizonte,bateria,1447.68
FORD,FIESTA,2007,Etanol,20478,Belo Horizonte,pastilhas_de_freio,218.99
FORD,FIESTA,2000,Etanol,22551,Belo Horizonte,cambio,4085.65
FIAT,TORO,2022,Gasolina,48068,Curitiba,velas_de_ignicao,81.7
VOLKSWAGEN,POLO,2002,Gasolina,93608,Curitiba,pastilhas_de_freio,301.77
VOLKSWAGEN,POLO,2023,Diesel,35561,Manaus,superaquecimento_motor,757.34
HONDA,FIT,2022,Diesel,133964,Salvador,velas_de_ignicao,101.86
VOLKSWAGEN,POLO,2007,Diesel,286539,Manaus,transmissao,1336.01
CHEVROLET,SPIN,2021,Etanol,18756,Manaus,alinhamento,119.53
VOLKSWAGEN,JETTA,2014,Etanol,247652,Curitiba,pastilhas_de_freio,310.34
CHEVROLET,SPIN,2004,Gasolina,251227,Salvador,cambio,6400.36
VOLKSWAGEN,JETTA,2002,Gasolina,180378,Salvador,bateria,1534.54
FIAT,TORO,2018,Diesel,152418,Belo Horizonte,pastilhas_de_freio,226.21
HONDA,CIVIC,2000,Gasolina,290168,Curitiba,pastilhas_de_freio,472.13
HONDA,CIVIC,2014,Gasolina,226022,Salvador,pastilhas_de_freio,298.08
CHEVROLET,ONIX,2007,Gasolina,5947,Manaus,cambio,3310.18
FORD,KA,2001,Gasolina,127192,Rio de Janeiro,superaquecimento_motor,1812.6
HONDA,FIT,2002,Gasolina,257591,Rio de Janeiro,superaquecimento_motor,2315.55
HONDA,CIVIC,2023,Diesel,258492,Curitiba,bateria,969.6
VOLKSWAGEN,POLO,2013,Diesel,238826,Belo Horizonte,superaquecimento_motor,1702.54
FORD,KA,2023,Gasolina,144490,Belo Horizonte,cambio,2932.4
FIAT,TORO,2013,Diesel,226494,Salvador,bateria,1279.67
FIAT,TORO,2010,Etanol,231391,Curitiba,bateria,1402.28
HONDA,FIT,2015,Gasolina,186256,Rio de Janeiro,superaquecimento_motor,1448.64
CHEVROLET,SPIN,2003,Etanol,245318,Manaus,velas_de_ignicao,221.54
CHEVROLET,ONIX,2019,Diesel,172905,Salvador,superaquecimento_motor,1238.09
FORD,KA,2004,Diesel,18402,Manaus,velas_de_ignicao,126.48
CHEVROLET,SPIN,2021,Etanol,173917,Salvador,transmissao,710.88
FIAT,TORO,2020,Diesel,75851,São Paulo,superaquecimento_motor,950.07
HONDA,FIT,2013,Gasolina,12834,Manaus,transmissao,608.29
VOLKSWAGEN,JETTA,2022,Etanol,67850,Curitiba,superaquecimento_motor,863.43
HONDA,FIT,2015,Gasolina,37180,Manaus,transmissao,618.16
FORD,FIESTA,2017,Etanol,109688,Manaus,alinhamento,176.39
VOLKSWAGEN,POLO,2006,Diesel,206659,Salvador,transmissao,1182.2
CHEVROLET,ONIX,2009,Etanol,273839,Rio de Janeiro,velas_de_ignicao,202.04
FIAT,TORO,2006,Etanol,127135,São Paulo,pastilhas_de_freio,298.99
FIAT,MOBI,2000,Gasolina,154195,Manaus,bateria,1513.98
VOLKSWAGEN,POLO,2022,Diesel,58481,Rio de Janeiro,transmissao,517.81
FIAT,MOBI,2020,Gasolina,73438,Belo Horizonte,pastilhas_de_freio,174.27
VOLKSWAGEN,JETTA,2018,Diesel,111491,São Paulo,cambio,3257.64
HONDA,CIVIC,2015,Gasolina,121844,São Paulo,alinhamento,193.35
CHEVROLET,ONIX,2018,Etanol,56494,Salvador,alinhamento,148.54
HONDA,FIT,2003,Gasolina,207167,Manaus,cambio,6022.61
CHEVROLET,ONIX,2017,Diesel,54672,Belo Horizonte,cambio,2901.41
FORD,FIESTA,2001,Diesel,61821,Salvador,cambio,4487.59
CHEVROLET,SPIN,2000,Etanol,69224,Curitiba,velas_de_ignicao,160.0
HONDA,FIT,2014,Diesel,234745,Rio de Janeiro,cambio,4797.85
FORD,KA,2004,Gasolina,54796,Rio de Janeiro,velas_de_ignicao,140.93
HONDA,CIVIC,2019,Etanol,128554,Salvador,transmissao,690.45
VOLKSWAGEN,POLO,2010,Diesel,266167,Rio de Janeiro,superaquecimento_motor,1942.27
CHEVROLET,ONIX,2009,Diesel,245358,Manaus,cambio,5612.64
FIAT,TORO,2001,Gasolina,213708,Rio de Janeiro,cambio,6371.41
FORD,KA,2002,Gasolina,167807,Manaus,alinhamento,298.88
FORD,KA,2022,Etanol,39218,Curitiba,pastilhas_de_freio,146.99
FIAT,MOBI,2022,Diesel,229766,Belo Horizonte,superaquecimento_motor,1243.48
VOLKSWAGEN,JETTA,2011,Gasolina,290604,São Paulo,alinhamento,303.5
VOLKSWAGEN,POLO,2019,Etanol,31017,Salvador,transmissao,533.31
FORD,FIESTA,2004,Diesel,19515,Salvador,cambio,3709.92
HONDA,FIT,2004,Diesel,208106,Manaus,alinhamento,310.51
CHEVROLET,ONIX,2005,Etanol,295145,Curitiba,velas_de_ignicao,231.03
HONDA,CIVIC,2008,Etanol,1391,Curitiba,pastilhas_de_freio,200.93
CHEVROLET,SPIN,2001,Gasolina,196278,São Paulo,pastilhas_de_freio,388.75
CHEVROLET,SPIN,2020,Diesel,109388,Belo Horizonte,velas_de_ignicao,103.48
HONDA,CIVIC,2011,Diesel,79720,Salvador,cambio,3707.54
FIAT,MOBI,2002,Diesel,289258,Manaus,cambio,7152.94
HONDA,CIVIC,2019,Etanol,142954,Curitiba,superaquecimento_motor,1159.68
CHEVROLET,SPIN,2021,Gasolina,148345,Salvador,velas_de_ignicao,109.28
CHEVROLET,SPIN,2011,Diesel,45647,Manaus,cambio,3374.86
HONDA,CIVIC,2023,Etanol,195964,Rio de Janeiro,pastilhas_de_freio,206.65
CHEVROLET,ONIX,2016,Diesel,42679,Salvador,cambio,2893.73
FIAT,TORO,2009,Gasolina,262571,Belo Horizonte,transmissao,1218.9
FORD,KA,2023,Diesel,228024,Manaus,cambio,3483.49
CHEVROLET,ONIX,2013,Gasolina,66267,Belo Horizonte,superaquecimento_motor,1157.3
HONDA,CIVIC,2022,Gasolina,799,Salvador,bateria,543.11
FIAT,MOBI,2016,Diesel,7025,Rio de Janeiro,alinhamento,136.46
HONDA,FIT,2017,Diesel,14481,Belo Horizonte,bateria,677.01
FIAT,MOBI,2018,Gasolina,287555,Curitiba,transmissao,979.26
CHEVROLET,SPIN,2016,Etanol,227966,Manaus,bateria,1173.26
CHEVROLET,ONIX,2013,Gasolina,105928,Salvador,cambio,3749.2
FIAT,TORO,2008,Diesel,123014,Rio de Janeiro,superaquecimento_motor,1527.55
HONDA,CIVIC,2007,Diesel,51690,Curitiba,pastilhas_de_freio,240.32
FIAT,TORO,2001,Etanol,52870,Salvador,pastilhas_de_freio,276.41
HONDA,CIVIC,2012,Gasolina,167207,Rio de Janeiro,transmissao,934.41
HONDA,CIVIC,2006,Gasolina,86928,Curitiba,bateria,1128.54
CHEVROLET,ONIX,2008,Gasolina,209870,Belo Horizonte,superaquecimento_motor,1841.2
FORD,KA,2021,Diesel,70765,Salvador,alinhamento,139.04
FORD,KA,2021,Gasolina,285916,Salvador,cambio,4174.65
FORD,KA,2010,Etanol,280943,Belo Horizonte,bateria,1533.04
FIAT,MOBI,2013,Diesel,129941,São Paulo,bateria,1045.0
HONDA,FIT,2003,Diesel,23555,Curitiba,alinhamento,202.22
FIAT,TORO,2012,Gasolina,265232,Belo Horizonte,velas_de_ignicao,183.7
FIAT,TORO,2001,Etanol,45783,Salvador,cambio,4288.67
HONDA,FIT,2022,Diesel,1115,Curitiba,transmissao,434.94
CHEVROLET,ONIX,2004,Diesel,199198,Curitiba,cambio,5796.24
CHEVROLET,SPIN,2010,Gasolina,72908,São Paulo,superaquecimento_motor,1279.28
HONDA,FIT,2005,Gasolina,69109,Salvador,transmissao,881.76
HONDA,FIT,2017,Etanol,265122,Rio de Janeiro,alinhamento,243.32
VOLKSWAGEN,JETTA,2020,Gasolina,9422,São Paulo,superaquecimento_motor,782.15
HONDA,FIT,2009,Etanol,174698,São Paulo,pastilhas_de_freio,308.55
CHEVROLET,SPIN,2003,Diesel,89233,Rio de Janeiro,pastilhas_de_freio,291.92
FORD,FIESTA,2008,Etanol,37743,Rio de Janeiro,cambio,3565.06
FORD,KA,2005,Etanol,201533,São Paulo,superaquecimento_motor,1946.92
FORD,FIESTA,2001,Etanol,129000,Curitiba,transmissao,1120.17
FORD,FIESTA,2016,Diesel,29430,Belo Horizonte,transmissao,585.65
HONDA,FIT,2004,Gasolina,28834,Belo Horizonte,pastilhas_de_freio,241.14
FIAT,MOBI,2005,Diesel,24435,São Paulo,pastilhas_de_freio,232.51
HONDA,CIVIC,2011,Gasolina,87212,Curitiba,alinhamento,198.98
FIAT,MOBI,2022,Etanol,55797,Rio de Janeiro,superaquecimento_motor,835.13
HONDA,FIT,2020,Etanol,54555,Manaus,transmissao,551.53
HONDA,FIT,2009,Etanol,85350,São Paulo,alinhamento,208.73
VOLKSWAGEN,JETTA,2021,Etanol,14716,Salvador,transmissao,472.07
FIAT,TORO,2020,Etanol,60261,Curitiba,pastilhas_de_freio,168.12
CHEVROLET,SPIN,2005,Gasolina,264139,Salvador,superaquecimento_motor,2189.96
FORD,FIESTA,2007,Gasolina,22414,Salvador,velas_de_ignicao,119.34
CHEVROLET,ONIX,2001,Etanol,144916,São Paulo,superaquecimento_motor,1887.8
VOLKSWAGEN,JETTA,2011,Diesel,167731,Curitiba,bateria,1201.81
FORD,FIESTA,2012,Diesel,15522,Salvador,velas_de_ignicao,102.54
FORD,FIESTA,2020,Etanol,139596,Curitiba,cambio,3248.13
FIAT,MOBI,2006,Gasolina,30846,Belo Horizonte,cambio,3666.88
FORD,FIESTA,2009,Diesel,114930,Manaus,alinhamento,224.75
HONDA,FIT,2012,Diesel,286543,Salvador,velas_de_ignicao,190.63
HONDA,CIVIC,2016,Diesel,206232,Salvador,velas_de_ignicao,146.24
FORD,KA,2020,Etanol,223734,Curitiba,alinhamento,203.67
FIAT,TORO,2013,Diesel,219739,Manaus,superaquecimento_motor,1642.23
VOLKSWAGEN,POLO,2001,Diesel,123182,Belo Horizonte,alinhamento,276.24
FIAT,TORO,2021,Diesel,48591,Salvador,bateria,653.61
FORD,FIESTA,2010,Diesel,151786,São Paulo,pastilhas_de_freio,286.13
FORD,FIESTA,2000,Gasolina,298021,Curitiba,cambio,7574.93
FIAT,TORO,2018,Etanol,84106,Curitiba,pastilhas_de_freio,192.05
FIAT,TORO,2020,Etanol,78018,Salvador,cambio,2793.13
FIAT,TORO,2003,Gasolina,164486,Belo Horizonte,velas_de_ignicao,188.7
HONDA,CIVIC,2018,Gasolina,120832,Salvador,alinhamento,175.35
VOLKSWAGEN,JETTA,2020,Etanol,86576,Rio de Janeiro,alinhamento,150.34
FIAT,MOBI,2010,Diesel,210015,Salvador,alinhamento,269.17
CHEVROLET,ONIX,2007,Diesel,254664,Manaus,bateria,1579.25
VOLKSWAGEN,JETTA,2010,Etanol,176540,Manaus,bateria,1257.54
FORD,FIESTA,2003,Diesel,210774,Rio de Janeiro,superaquecimento_motor,2075.02
FIAT,MOBI,2016,Gasolina,203180,Manaus,transmissao,894.54
FORD,KA,2006,Diesel,92508,Manaus,cambio,4350.3
VOLKSWAGEN,POLO,2007,Diesel,194405,São Paulo,transmissao,1126.14
VOLKSWAGEN,JETTA,2002,Diesel,42464,Curitiba,transmissao,875.19
FORD,FIESTA,2021,Etanol,153995,Manaus,cambio,3234.71
FIAT,MOBI,2001,Gasolina,116062,Curitiba,superaquecimento_motor,1765.37
VOLKSWAGEN,POLO,2022,Diesel,98384,Belo Horizonte,alinhamento,143.86
CHEVROLET,ONIX,2014,Etanol,198691,Salvador,transmissao,941.97
VOLKSWAGEN,JETTA,2023,Diesel,177218,São Paulo,alinhamento,165.7
HONDA,FIT,2021,Gasolina,17140,Rio de Janeiro,velas_de_ignicao,77.3
FIAT,MOBI,2021,Diesel,264814,Belo Horizonte,transmissao,847.22
HONDA,FIT,2004,Gasolina,298663,São Paulo,velas_de_ignicao,237.8
CHEVROLET,ONIX,2023,Diesel,44512,São Paulo,superaquecimento_motor,777.54
CHEVROLET,SPIN,2000,Gasolina,103565,Rio de Janeiro,pastilhas_de_freio,322.85
CHEVROLET,SPIN,2003,Diesel,145763,Rio de Janeiro,bateria,1393.01
VOLKSWAGEN,JETTA,2014,Gasolina,165334,Curitiba,cambio,4175.08
FORD,FIESTA,2019,Diesel,185964,Salvador,superaquecimento_motor,1272.28
HONDA,FIT,2018,Diesel,25595,Belo Horizonte,superaquecimento_motor,881.82
VOLKSWAGEN,JETTA,2002,Etanol,188279,Salvador,superaquecimento_motor,2027.71
HONDA,CIVIC,2019,Etanol,246661,Belo Horizonte,transmissao,880.73
VOLKSWAGEN,JETTA,2010,Gasolina,164512,São Paulo,velas_de_ignicao,159.35
VOLKSWAGEN,JETTA,2016,Diesel,270774,Manaus,bateria,1268.39
FIAT,MOBI,2012,Gasolina,260300,Manaus,transmissao,1120.6
FORD,KA,2010,Etanol,239644,Rio de Janeiro,pastilhas_de_freio,341.77
HONDA,FIT,2001,Gasolina,229820,Rio de Janeiro,cambio,6571.24
CHEVROLET,SPIN,2008,Gasolina,208590,São Paulo,cambio,5368.45
HONDA,CIVIC,2001,Etanol,74191,São Paulo,bateria,1221.32
HONDA,FIT,2020,Diesel,100591,Belo Horizonte,cambio,2959.92
HONDA,FIT,2008,Gasolina,63753,São Paulo,cambio,3839.61
CHEVROLET,ONIX,2008,Etanol,60520,Belo Horizonte,superaquecimento_motor,1301.88
FORD,KA,2007,Diesel,266152,Salvador,alinhamento,322.39
HONDA,FIT,2016,Etanol,262640,Rio de Janeiro,pastilhas_de_freio,300.07
CHEVROLET,SPIN,2000,Gasolina,285356,Rio de Janeiro,velas_de_ignicao,253.65
FIAT,TORO,2010,Diesel,282781,Manaus,pastilhas_de_freio,369.09
VOLKSWAGEN,POLO,2007,Diesel,120118,Manaus,transmissao,956.94
FIAT,TORO,2009,Etanol,214418,Rio de Janeiro,cambio,5294.22
FORD,KA,2006,Etanol,272028,Salvador,alinhamento,333.68
VOLKSWAGEN,POLO,2002,Etanol,116481,Salvador,transmissao,1064.34
FORD,FIESTA,2002,Diesel,68259,Curitiba,bateria,1176.38
CHEVROLET,ONIX,2017,Diesel,49810,Belo Horizonte,superaquecimento_motor,978.98
VOLKSWAGEN,JETTA,2004,Gasolina,129926,Manaus,cambio,4991.92
HONDA,FIT,2011,Diesel,4761,Belo Horizonte,superaquecimento_motor,1017.99
VOLKSWAGEN,POLO,2011,Gasolina,258414,Manaus,pastilhas_de_freio,344.36
CHEVROLET,ONIX,2018,Etanol,16375,Curitiba,superaquecimento_motor,856.85
FIAT,TORO,2005,Etanol,238117,Rio de Janeiro,superaquecimento_motor,2088.94
HONDA,CIVIC,2001,Diesel,161637,Belo Horizonte,bateria,1506.73
VOLKSWAGEN,POLO,2011,Etanol,102654,Manaus,velas_de_ignicao,134.5
FORD,KA,2018,Etanol,295119,Belo Horizonte,velas_de_ignicao,161.18
FORD,FIESTA,2004,Diesel,158145,Rio de Janeiro,transmissao,1119.91
CHEVROLET,SPIN,2011,Gasolina,200798,São Paulo,cambio,4889.74
FORD,KA,2016,Diesel,132955,Manaus,transmissao,769.7
HONDA,FIT,2016,Gasolina,180701,São Paulo,velas_de_ignicao,138.87
FORD,KA,2009,Diesel,195242,Curitiba,pastilhas_de_freio,321.91
FIAT,TORO,2022,Diesel,74489,Salvador,velas_de_ignicao,87.9
VOLKSWAGEN,JETTA,2016,Etanol,8381,Belo Horizonte,transmissao,548.23
FIAT,TORO,2014,Diesel,144867,Manaus,alinhamento,210.08
VOLKSWAGEN,JETTA,2011,Diesel,62999,Belo Horizonte,cambio,3544.28
HONDA,CIVIC,2015,Gasolina,169564,Curitiba,superaquecimento_motor,1398.91
VOLKSWAGEN,JETTA,2023,Etanol,151606,Curitiba,bateria,784.04
CHEVROLET,SPIN,2018,Gasolina,19996,Belo Horizonte,alinhamento,133.33
VOLKSWAGEN,POLO,2007,Gasolina,203161,Manaus,alinhamento,286.52
FIAT,MOBI,2020,Etanol,105682,Rio de Janeiro,superaquecimento_motor,1025.47
VOLKSWAGEN,JETTA,2016,Etanol,160477,Rio de Janeiro,velas_de_ignicao,133.03
FORD,FIESTA,2022,Etanol,257972,Salvador,cambio,3828.31
FORD,KA,2004,Diesel,71325,Belo Horizonte,pastilhas_de_freio,272.31
CHEVROLET,SPIN,2021,Etanol,28930,Belo Horizonte,alinhamento,123.35
FORD,FIESTA,2015,Etanol,17529,Manaus,pastilhas_de_freio,174.64
FIAT,MOBI,2005,Etanol,53546,Belo Horizonte,bateria,1055.73
FIAT,MOBI,2007,Gasolina,270086,Manaus,bateria,1623.16
HONDA,CIVIC,2017,Gasolina,269692,Belo Horizonte,bateria,1226.42
HONDA,CIVIC,2011,Diesel,182088,Curitiba,transmissao,990.96
FIAT,TORO,2014,Gasolina,97780,São Paulo,alinhamento,187.84
CHEVROLET,ONIX,2008,Diesel,262440,Belo Horizonte,bateria,1562.33
CHEVROLET,ONIX,2012,Gasolina,67945,São Paulo,transmissao,735.89
FIAT,TORO,2014,Etanol,59980,Rio de Janeiro,bateria,849.95
FIAT,MOBI,2009,Gasolina,165301,Salvador,velas_de_ignicao,163.82
CHEVROLET,SPIN,2015,Diesel,96382,Rio de Janeiro,alinhamento,181.68
HONDA,CIVIC,2006,Gasolina,53444,Belo Horizonte,transmissao,824.7
VOLKSWAGEN,JETTA,2016,Etanol,297180,Manaus,bateria,1327.07
VOLKSWAGEN,JETTA,2022,Diesel,260186,Rio de Janeiro,cambio,3843.5
CHEVROLET,ONIX,2020,Etanol,158239,Curitiba,transmissao,712.82
VOLKSWAGEN,JETTA,2021,Etanol,94527,São Paulo,bateria,739.74
HONDA,CIVIC,2006,Diesel,83337,Manaus,velas_de_ignicao,145.35
VOLKSWAGEN,POLO,2013,Etanol,72894,Manaus,pastilhas_de_freio,217.52
VOLKSWAGEN,JETTA,2014,Etanol,63138,Belo Horizonte,bateria,857.41
HONDA,CIVIC,2020,Gasolina,284732,Curitiba,pastilhas_de_freio,272.87
CHEVROLET,SPIN,2006,Etanol,83038,São Paulo,alinhamento,223.44
FIAT,TORO,2008,Etanol,138709,Curitiba,velas_de_ignicao,158.42
CHEVROLET,SPIN,2018,Etanol,269066,Rio de Janeiro,cambio,4505.11
FORD,FIESTA,2015,Etanol,93697,Belo Horizonte,alinhamento,180.44
FORD,KA,2007,Diesel,175793,Manaus,cambio,5147.82
CHEVROLET,SPIN,2017,Gasolina,252097,Manaus,pastilhas_de_freio,285.25
FORD,FIESTA,2022,Etanol,200015,Rio de Janeiro,velas_de_ignicao,117.36
